time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
08/02/2026,hoangvanlong65@gmail.com,Hoang Van Long,2251164065,04/08/2004,Nam,1205000065,0687989322,hoangvanlong65@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.89,Hưng Yên,297,Vùng sâu vùng xa,https://drive.google.com/file/d/1AklI_Sb4_j9OYZSoe9EP061KKgNPYZER/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh66@gmail.com,Bui Thi Hanh,2251164066,31/07/2006,Nữ,1205000066,0250735066,buithihanh66@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 2,2.58,Lào Cai,298,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1p2zmbRUadSYJ58mMMkkukBM8ziZxEncx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan67@gmail.com,Ngo Thi Lan,2251164067,11/08/2004,Nữ,1205000067,0738040513,ngothilan67@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.48,Nghệ An,583,Vùng sâu vùng xa,https://drive.google.com/file/d/1Uu2Zj2TSGARzKx3iKfLlVaDXqnKe4YV0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong68@gmail.com,Pham Van Cuong,2251164068,19/07/2003,Nam,1205000068,0876463802,phamvancuong68@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 2,3.10,Gia Lai,345,Vùng sâu vùng xa,https://drive.google.com/file/d/1W_ConABg1hKIPLZBffzoVmGsVAjY5ixp/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai69@gmail.com,Do Thi Mai,2251164069,16/09/2006,Nữ,1205000069,0505071548,dothimai69@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,2.51,Hưng Yên,222,,https://drive.google.com/file/d/148RFxp8lkvyWZyx4l_Yv_7sXAaKVXpsZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai70@gmail.com,Do Thi Mai,2251164070,13/03/2003,Nữ,1205000070,0687850492,dothimai70@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 4,2.93,Nghệ An,276,Vùng sâu vùng xa,https://drive.google.com/file/d/1kZK0DBKItsiYv4wGI0e5WNCAJAViEVUf/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh71@gmail.com,Bui Thi Hanh,2251164071,17/07/2004,Nữ,1205000071,0232524413,buithihanh71@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 1,3.37,Nghệ An,117,Vùng sâu vùng xa,https://drive.google.com/file/d/1bepVQZ6KNprr8Rc2ScI1DxCNNL9xNkDM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh72@gmail.com,Bui Thi Hanh,2251164072,30/08/2006,Nữ,1205000072,0157145984,buithihanh72@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.86,Nam Định,330,Vùng sâu vùng xa,https://drive.google.com/file/d/1st8Y4bZtSJ4wwzZWGHAXsRCTUpdl40Ft/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong73@gmail.com,Vu Thi Phuong,2251164073,25/01/2003,Nữ,1205000073,0053350157,vuthiphuong73@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 4,3.82,Hưng Yên,337,,https://drive.google.com/file/d/1hXT95KzoM2g8Kftqe0IKsUgslEUo-aOM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan74@gmail.com,Ngo Thi Lan,2251164074,05/01/2005,Nữ,1205000074,0015041795,ngothilan74@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 3,3.73,Thanh Hóa,209,Vùng sâu vùng xa,https://drive.google.com/file/d/1yQq7LN2ox3BeYcpvczLEf1-wzCJ6ybwN/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh75@gmail.com,Dang Van Khanh,2251164075,12/12/2004,Nam,1205000075,0871121070,dangvankhanh75@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,3.47,Gia Lai,134,Sinh viên khuyết tật,https://drive.google.com/file/d/1M6sbmXHh95tjQuWeG6K7VeODKrsWD559/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai76@gmail.com,Do Thi Mai,2251164076,24/03/2003,Nữ,1205000076,0061091152,dothimai76@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,3.21,Hà Nội,500,,https://drive.google.com/file/d/19OPCnsAx2ClJ66VWcQIKTIHQ7tIVbueU/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh77@gmail.com,Tran Van Binh,2251164077,02/06/2003,Nam,1205000077,0018311761,tranvanbinh77@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,3.96,Thanh Hóa,506,,https://drive.google.com/file/d/1JX4l0JhhLymH7ldPBkyH_Z5SLNf2qzjT/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan78@gmail.com,Nguyen Van An,2251164078,11/02/2004,Nam,1205000078,0478661736,nguyenvanan78@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,02.01,Hưng Yên,482,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1ZQeLgvSKOxWKFYf_kc1CCK9O279ugZSP/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan79@gmail.com,Nguyen Van An,2251164079,09/09/2004,Nam,1205000079,0837498711,nguyenvanan79@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.14,Gia Lai,458,,https://drive.google.com/file/d/1WYWVozpx4HGfdBQCZMuGr_pzdHnENSUu/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan80@gmail.com,Nguyen Van An,2251164080,21/11/2005,Nam,1205000080,0301585299,nguyenvanan80@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.71,Nghệ An,104,,https://drive.google.com/file/d/1h7-hycpHYPRIqa3oZcC5C6Gv6WAZrt3e/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan81@gmail.com,Ngo Thi Lan,2251164081,25/06/2006,Nữ,1205000081,0813947598,ngothilan81@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 2,3.30,Hà Nội,230,Vùng sâu vùng xa,https://drive.google.com/file/d/1UO6mjUcIXGGar65QCyfYobvUn14M-xRy/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan82@gmail.com,Ngo Thi Lan,2251164082,28/03/2004,Nữ,1205000082,0569372842,ngothilan82@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 2,3.32,Nghệ An,362,,https://drive.google.com/file/d/1rmgKLW5xzrbteHaqjsE5vrucr0OkyzsX/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh83@gmail.com,Bui Thi Hanh,2251164083,08/02/2006,Nữ,1205000083,0234558836,buithihanh83@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.13,Hưng Yên,528,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1XPHjWjBUb73NUEaw2mC408h-bgahT33l/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong84@gmail.com,Vu Thi Phuong,2251164084,29/10/2006,Nữ,1205000084,0209631442,vuthiphuong84@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.60,Nam Định,568,,https://drive.google.com/file/d/1MhU6cfEtnw0Cl3hXlVPj0wxSEHB58I2D/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh85@gmail.com,Bui Thi Hanh,2251164085,29/07/2005,Nữ,1205000085,0249522604,buithihanh85@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,2.59,Hưng Yên,285,Vùng sâu vùng xa,https://drive.google.com/file/d/1XFGCzLFJPkSbJn8oygmas5gIVdmWcZls/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh86@gmail.com,Tran Van Binh,2251164086,13/12/2004,Nam,1205000086,0304050276,tranvanbinh86@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,3.44,Gia Lai,337,Vùng sâu vùng xa,https://drive.google.com/file/d/1ahptphCUf_0l5mDOT-RkuvqLKtVIr2tM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong87@gmail.com,Vu Thi Phuong,2251164087,18/01/2006,Nữ,1205000087,0819439679,vuthiphuong87@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 2,2.33,Lào Cai,483,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1s-ol1N7507HxndlBNQ5MXezsHcAAu_P5/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh88@gmail.com,Dang Van Khanh,2251164088,25/01/2006,Nam,1205000088,0397764871,dangvankhanh88@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,3.12,Hưng Yên,156,,https://drive.google.com/file/d/1crK9uUXkE04bjfN72F_HOjpnfPJMotRA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan89@gmail.com,Nguyen Van An,2251164089,29/11/2005,Nam,1205000089,0040752696,nguyenvanan89@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,2.82,Hưng Yên,548,,https://drive.google.com/file/d/1w75vEKhKIitln0wOk3Y5eSsUsVieCLZy/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong90@gmail.com,Vu Thi Phuong,2251164090,25/11/2004,Nữ,1205000090,0759779074,vuthiphuong90@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 4,3.54,Gia Lai,293,,https://drive.google.com/file/d/1dJoGLHTHuroqd3g0Pgz7C07V09L1ZkIH/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong91@gmail.com,Vu Thi Phuong,2251164091,18/10/2005,Nữ,1205000091,0037499939,vuthiphuong91@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.10,Nghệ An,313,Sinh viên khuyết tật,https://drive.google.com/file/d/1yAPK5lDh-YjOwaCDatBz84N4uc_gTAEP/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai92@gmail.com,Do Thi Mai,2251164092,06/09/2004,Nữ,1205000092,0881429690,dothimai92@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 3,3.76,Nam Định,263,Vùng sâu vùng xa,https://drive.google.com/file/d/1yOXVB3vULAcxuycDvsAep9YDgL6Fcdf3/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong93@gmail.com,Vu Thi Phuong,2251164093,18/03/2003,Nữ,1205000093,0365706819,vuthiphuong93@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,3.86,Hà Nội,376,,https://drive.google.com/file/d/1bJ3Wm3sdezwkQgkCybhj0hip3Z-os59p/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan94@gmail.com,Nguyen Van An,2251164094,23/11/2003,Nam,1205000094,0655527049,nguyenvanan94@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 3,02.08,Lào Cai,276,Sinh viên khuyết tật,https://drive.google.com/file/d/1ICyF_SG3Rj11TNCa9jVNPhQtXH7JAqbj/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu95@gmail.com,Le Thi Dieu,2251164095,02/03/2006,Nữ,1205000095,0447532500,lethidieu95@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,2.90,Hà Nội,301,,https://drive.google.com/file/d/12ofG7z5gq4tXMGBildByRp0WHkOc2Yka/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan96@gmail.com,Ngo Thi Lan,2251164096,10/02/2003,Nữ,1205000096,0525997262,ngothilan96@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,03.09,Hưng Yên,228,,https://drive.google.com/file/d/1eHBeGyuv64tZdVke5WouGWCQ5w9bE48Y/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan97@gmail.com,Ngo Thi Lan,2251164097,11/02/2003,Nữ,1205000097,0217458199,ngothilan97@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.96,Gia Lai,400,,https://drive.google.com/file/d/17PTrrHIWWXYwDw-lN1XBQg8e494o9ubv/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu98@gmail.com,Le Thi Dieu,2251164098,14/11/2003,Nữ,1205000098,0308501329,lethidieu98@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.19,Hưng Yên,403,Vùng sâu vùng xa,https://drive.google.com/file/d/1g9VRT8gdV84-mOSjbe9CLXmvsrGStsio/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong99@gmail.com,Pham Van Cuong,2251164099,13/10/2005,Nam,1205000099,0394727406,phamvancuong99@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 3,2.58,Thanh Hóa,188,Lưu học sinh (Lào/Campuchia),https://drive.google.com/file/d/1XSLblJpOmNAex8Vxk5s6JZtpJey2x6G4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh100@gmail.com,Bui Thi Hanh,2251164100,19/05/2004,Nữ,1205000100,0331090034,buithihanh100@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 4,3.53,Hưng Yên,181,Vùng sâu vùng xa,https://drive.google.com/file/d/1JWkZit8GzYUcn05oOcocGI0GIzJTJ-gu/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong101@gmail.com,Pham Van Cuong,2251164101,02/11/2004,Nam,1205000101,0345564454,phamvancuong101@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,3.81,Nghệ An,372,,https://drive.google.com/file/d/1Xw3fffCtQJ36zpzd3Irluva33JygEsAx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh102@gmail.com,Tran Van Binh,2251164102,07/02/2003,Nam,1205000102,0386508271,tranvanbinh102@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 2,2.98,Nghệ An,362,,https://drive.google.com/file/d/1B4uz6ImfB0urfu7tVGJBL7GFcOHsLgXh/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong103@gmail.com,Hoang Van Long,2251164103,24/09/2003,Nam,1205000103,0485983743,hoangvanlong103@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.98,Gia Lai,559,Vùng sâu vùng xa,https://drive.google.com/file/d/1HeqjRMILoXfcnDPHGtAGUyJIF0uNCMaZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh104@gmail.com,Tran Van Binh,2251164104,29/05/2004,Nam,1205000104,0260008090,tranvanbinh104@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 4,3.29,Thanh Hóa,251,Vùng sâu vùng xa,https://drive.google.com/file/d/1F2ZeWcjCbidR59635ie0XL78ruewZHmO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh105@gmail.com,Dang Van Khanh,2251164105,06/09/2005,Nam,1205000105,0510114676,dangvankhanh105@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.56,Hưng Yên,283,,https://drive.google.com/file/d/1xnev2gjMvFz8db2aUBZD0fKwtIqnZouA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu106@gmail.com,Le Thi Dieu,2251164106,10/04/2004,Nữ,1205000106,0200232878,lethidieu106@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 3,2.85,Lào Cai,50,,https://drive.google.com/file/d/1lMUfHg6SUhr1T5fHhneVH4fP21MQ9NTl/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan107@gmail.com,Nguyen Van An,2251164107,17/05/2004,Nam,1205000107,0411012615,nguyenvanan107@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 1,2.55,Nam Định,330,Lưu học sinh (Lào/Campuchia),https://drive.google.com/file/d/1806c_tQ80q4W6ZivaZ0AB8MP_KTFF_zm/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai108@gmail.com,Do Thi Mai,2251164108,29/01/2005,Nữ,1205000108,0533149508,dothimai108@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,3.16,Nghệ An,247,,https://drive.google.com/file/d/115jIlThei3T8foBP89sjM03MnYvRaeqV/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh109@gmail.com,Dang Van Khanh,2251164109,26/12/2005,Nam,1205000109,0397170271,dangvankhanh109@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,2.91,Lào Cai,202,Vùng sâu vùng xa,https://drive.google.com/file/d/1aw4y2h68Pu_uiwgedJh1S17d7ED__W9W/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu110@gmail.com,Le Thi Dieu,2251164110,17/04/2005,Nữ,1205000110,0515997117,lethidieu110@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 3,2.82,Gia Lai,355,Vùng sâu vùng xa,https://drive.google.com/file/d/1URTtFQc5ErykWlPaCk2ZjjKnHuZZ24Z0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan111@gmail.com,Ngo Thi Lan,2251164111,10/06/2005,Nữ,1205000111,0027986931,ngothilan111@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,03.06,Lào Cai,255,,https://drive.google.com/file/d/1MUIgLmMGnMovvk2cVuyewvf-OxkdO1xA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong112@gmail.com,Hoang Van Long,2251164112,14/10/2004,Nam,1205000112,0464930892,hoangvanlong112@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.80,Thanh Hóa,266,,https://drive.google.com/file/d/1Lj30G-MQYGUt_fQN693FwoYgYnO3BcNe/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong113@gmail.com,Hoang Van Long,2251164113,10/02/2005,Nam,1205000113,0457970478,hoangvanlong113@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,2.42,Thanh Hóa,556,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1R9vxiC2IXQbR5E0-G_Kj_gQRVRqzwT0J/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh114@gmail.com,Tran Van Binh,2251164114,17/10/2004,Nam,1205000114,0518445586,tranvanbinh114@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,2.32,Thanh Hóa,342,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1ouq17bdAlf5DwVbIsBoE4971xz4aAG6c/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh115@gmail.com,Dang Van Khanh,2251164115,16/04/2005,Nam,1205000115,0852813435,dangvankhanh115@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,3.59,Gia Lai,444,,https://drive.google.com/file/d/18chP_fLFIkQWU5d11aD6uwJsKL0nsISh/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh116@gmail.com,Dang Van Khanh,2251164116,18/02/2006,Nam,1205000116,0020406969,dangvankhanh116@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,03.05,Hà Nội,315,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1JokEUuWTvLLImW5hb9CHJlCwPhEpZuvu/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai117@gmail.com,Do Thi Mai,2251164117,09/03/2003,Nữ,1205000117,0319243497,dothimai117@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 2,3.55,Lào Cai,207,Vùng sâu vùng xa,https://drive.google.com/file/d/1kNm0UARIiftCAhySW7R7q98rGX2eDF4O/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan118@gmail.com,Ngo Thi Lan,2251164118,25/08/2005,Nữ,1205000118,0257723746,ngothilan118@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.38,Nghệ An,279,Vùng sâu vùng xa,https://drive.google.com/file/d/1MXmkmAuCJNbsiGwxw0useeqMAgGxgn1e/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan119@gmail.com,Nguyen Van An,2251164119,28/01/2004,Nam,1205000119,0352629641,nguyenvanan119@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.69,Lào Cai,389,Vùng sâu vùng xa,https://drive.google.com/file/d/1vkyfGF0eFIxoNpnHG3AJCASIqV4t8xdG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong120@gmail.com,Hoang Van Long,2251164120,17/06/2003,Nam,1205000120,0205888602,hoangvanlong120@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.51,Hưng Yên,398,Vùng sâu vùng xa,https://drive.google.com/file/d/1lz7bOLDMHb0NHPPI5e_MuIUJO2qM1SwS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh121@gmail.com,Dang Van Khanh,2251164121,23/02/2003,Nam,1205000121,0226269637,dangvankhanh121@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.11,Thanh Hóa,587,Vùng sâu vùng xa,https://drive.google.com/file/d/100TswRdUKgOt5KEsMV_HypukE6vSJfRD/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong122@gmail.com,Hoang Van Long,2251164122,30/05/2003,Nam,1205000122,0893985898,hoangvanlong122@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,2.98,Hà Nội,320,,https://drive.google.com/file/d/1IX9oXpzSay4up7XSUnOaaqCnVoRNCh1Z/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong123@gmail.com,Pham Van Cuong,2251164123,28/06/2006,Nam,1205000123,0505755431,phamvancuong123@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,2.77,Hưng Yên,477,Vùng sâu vùng xa,https://drive.google.com/file/d/18BTTOdHamYu93rIpPGjC2Wf5PAa0mQuF/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh124@gmail.com,Tran Van Binh,2251164124,07/08/2005,Nam,1205000124,0171624959,tranvanbinh124@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,03.08,Lào Cai,137,Vùng sâu vùng xa,https://drive.google.com/file/d/1516oJp-ybKQxk3gri75IE4g4B0U4EKcg/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu125@gmail.com,Le Thi Dieu,2251164125,03/07/2003,Nữ,1205000125,0632604485,lethidieu125@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,3.80,Gia Lai,575,Vùng sâu vùng xa,https://drive.google.com/file/d/1_FVIDwypm_NV3t5oVNXcviW_B6pl9AHj/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai126@gmail.com,Do Thi Mai,2251164126,28/06/2006,Nữ,1205000126,0373097385,dothimai126@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 2,3.97,Hà Nội,260,Vùng sâu vùng xa,https://drive.google.com/file/d/190y8IUcnPDHDphLsuuCbkPSRAXn6rAJq/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
